invoice;custID;prodID;salesDate;amt;qty;discounted
189;31;82;03/05/2006;1440,18;14;0
190;31;77;03/05/2009;10459,68;21;0
191;31;42;03/05/2008;58765,35;105;0
192;31;96;11/09/2008;8034,75;75;0
193;27;36;06/09/2010;56744,82;123;0
194;10;9;26/08/2008;47585,16;161;0
194;10;75;26/08/2008;23929,95;165;0
195;23;74;21/03/2009;21443,76;79;0
196;18;82;16/03/2006;11830,05;115;0
197;10;54;26/08/2005;25112,01;77;0
197;10;61;26/08/2005;36559,36;128;0
198;23;88;21/03/2006;17821,65;77;0
199;10;11;26/08/2007;14880,6;42;0
199;10;54;26/08/2007;42396,9;130;0
200;29;13;09/07/2008;22778,87;53;0
201;29;55;09/07/2009;80705,88;148;0
201;29;81;09/07/2009;23866,05;195;0
201;29;34;09/07/2009;16002,56;47;0
201;29;67;09/07/2009;27783,32;139;0
202;32;94;29/03/2006;64030,32;113;0
203;32;45;29/03/2005;55444,48;112;0
203;32;6;29/03/2005;35075,28;101;0
204;32;17;29/03/2008;25956,9;90;0
205;32;42;29/03/2009;31901,19;57;0
206;29;73;09/07/2005;12253,67;41;0
207;35;86;30/08/2010;16684,13;41;0
207;35;38;30/08/2010;18364,32;81;0
208;26;62;04/12/2005;79652,38;157;0
209;25;36;01/07/2009;40597,92;88;0
210;25;12;01/07/2005;46371,91;169;0
210;25;38;01/07/2005;14963,52;66;0
210;25;54;01/07/2005;32286,87;99;0
211;25;75;01/07/2006;12182,52;84;0
211;25;59;01/07/2006;57156,25;155;0
212;12;53;22/02/2010;90512,2;190;0
213;26;31;26/02/2007;61321,5;150;0
214;32;102;26/08/2005;33396,3;105;0
214;32;23;26/08/2005;23563,3;101;0
214;32;41;26/08/2005;12079,2;70;0
215;3;100;14/10/2009;31801,9;85;0
216;3;63;14/10/2008;27637,37;139;0
217;4;28;16/02/2009;37757,49;69;0
218;3;77;14/10/2007;72719,68;146;0
219;32;15;26/08/2009;6988,96;44;0
220;26;58;26/02/2009;35215,36;152;0
220;26;60;26/02/2009;92692,6;182;0
221;26;77;26/02/2008;87662,08;176;0
221;26;60;26/02/2008;29030,1;57;0
221;26;79;26/02/2008;19533,78;126;0
222;21;38;01/08/2009;23805,6;105;0
223;33;34;16/07/2009;49369,6;145;0
224;33;92;16/07/2008;13665,3;82;0
225;4;84;22/09/2010;35374,32;159;0
225;4;67;22/09/2010;2598,44;13;0
226;31;66;01/06/2009;39084,8;197;0
227;16;91;28/07/2007;31513,6;64;0
227;16;94;28/07/2007;23232,24;41;0
228;20;38;20/02/2008;32420,96;143;0
229;7;95;12/02/2008;60959,36;112;0
229;7;54;12/02/2008;15654,24;48;0
230;7;30;06/08/2010;31448,52;111;0
231;11;14;19/08/2009;82978,42;193;0
231;11;52;19/08/2009;17920,17;31;0
232;7;19;12/02/2009;8587,74;69;0
233;16;76;28/07/2009;35284,86;117;0
234;16;103;28/07/2008;31577,6;64;0
234;16;88;28/07/2008;15507,15;67;0
234;16;12;28/07/2008;46920,69;171;0
235;20;89;20/02/2005;5323,85;41;0
235;20;18;20/02/2005;73454,64;161;0
235;20;33;20/02/2005;13058,1;33;0
236;23;91;15/05/2006;77799,2;158;0
236;23;60;15/05/2006;14260,4;28;0
236;23;92;15/05/2006;21164,55;127;0
237;23;87;15/05/2005;30858,24;64;0
238;29;102;31/12/2006;53116,02;167;0
239;29;18;31/12/2005;75279,6;165;0
240;38;101;17/10/2009;54221,08;188;0
241;14;22;28/02/2009;53258,49;109;0
242;16;6;04/11/2008;62163,12;179;0
242;16;105;04/11/2008;17272,58;62;0
243;7;5;12/02/2005;7947,24;28;0
244;11;18;12/10/2009;41061,6;90;0
245;4;64;16/02/2007;107428,4;184;0
245;4;52;16/02/2007;27747,36;48;0
246;35;97;09/11/2006;20157,2;35;0
247;35;70;09/11/2007;30387,76;52;0
247;35;58;09/11/2007;19692,8;85;0
248;11;60;12/10/2005;69774,1;137;0
248;11;26;12/10/2005;55371,96;196;0
249;35;49;09/11/2005;94814,25;167;0
249;35;45;09/11/2005;17326,4;35;0
250;27;85;12/04/2010;27099,36;164;0
250;27;40;12/04/2010;33317,86;166;0
251;38;6;22/05/2010;26740,56;77;0
252;25;58;06/10/2010;40080,64;173;0
253;32;15;13/05/2010;2859,12;18;0
253;32;104;13/05/2010;29809,23;103;0
254;3;89;09/02/2010;15711,85;121;0
255;19;87;20/05/2009;76181,28;158;0
255;19;53;20/05/2009;90512,2;190;0
255;19;14;20/05/2009;33105,38;77;0
256;3;24;22/01/2008;48872;164;0
257;19;91;30/12/2007;87154,8;177;0
258;12;33;03/04/2009;10683,9;27;0
258;12;24;03/04/2009;15794;53;0
259;19;70;30/12/2006;74216,26;127;0
260;12;29;04/07/2008;70521,65;139;0
261;20;85;20/06/2007;6113,88;37;0
262;20;45;20/06/2006;56929,6;115;0
262;20;92;20/06/2006;27663,9;166;0
263;20;65;20/11/2006;16613,82;138;0
264;17;21;27/10/2009;57726,9;102;0
264;17;10;27/10/2009;58772,7;105;0
265;17;61;27/10/2008;27990,76;98;0
265;17;97;27/10/2008;68534,48;119;0
265;17;55;27/10/2008;72526,23;133;0
266;26;15;05/03/2010;1588,4;10;0
266;26;58;05/03/2010;38690,56;167;0
267;20;68;20/06/2008;64264,09;151;0
268;26;39;21/12/2009;9634,56;32;0
269;26;78;21/12/2008;47390,94;149;0
269;26;64;21/12/2008;83490,55;143;0
270;7;10;27/06/2007;39181,8;70;0
270;7;42;27/06/2007;25185,15;45;0
271;36;7;19/10/2009;87266;200;0
272;36;5;19/10/2008;8798,73;31;0
273;36;100;19/10/2006;26938,08;72;0
273;36;77;19/10/2006;90152,48;181;0
273;36;45;19/10/2006;80691,52;163;0
274;7;99;27/06/2008;92636,25;175;0
275;26;61;21/12/2005;50269,12;176;0
275;26;16;21/12/2005;55315,2;120;0
276;26;52;21/12/2007;20810,52;36;0
276;26;13;21/12/2007;48136,48;112;0
276;26;86;21/12/2007;69178,1;170;0
277;3;93;28/02/2008;71364,94;142;0
278;5;74;12/04/2006;17372,16;64;0
278;5;25;12/04/2006;20241,9;70;0
279;3;40;28/02/2005;21275,26;106;0
280;3;68;28/02/2007;73201,48;172;0
280;3;44;28/02/2007;16511,04;84;0
281;3;93;28/02/2006;96493,44;192;0
282;22;94;11/12/2008;92362,32;163;0
282;22;96;11/12/2008;2249,73;21;0
283;22;82;11/12/2009;15533,37;151;0
283;22;61;11/12/2009;33703,16;118;0
284;2;76;23/05/2007;13872,68;46;0
285;8;70;10/04/2005;72463,12;124;0
286;32;84;29/07/2008;18910,8;85;0
286;32;3;29/07/2008;32019,09;129;0
286;32;49;29/07/2008;24981;44;0
286;32;42;29/07/2008;71078,09;127;0
287;15;76;12/09/2006;59712,84;198;0
287;15;87;12/09/2006;27000,96;56;0
287;15;20;12/09/2006;8593,62;37;0
288;15;61;12/09/2009;52554,08;184;0
288;15;56;12/09/2009;28853,11;143;0
288;15;34;12/09/2009;38474,24;113;0
289;15;104;12/09/2008;46016,19;159;0
290;32;7;29/07/2005;45814,65;105;0
291;22;20;11/12/2005;34606,74;149;0
292;22;32;11/12/2006;39376,32;96;0
292;22;41;11/12/2006;26229,12;152;0
293;22;58;11/12/2007;38227,2;165;0
294;39;91;13/03/2008;31513,6;64;0
294;39;79;13/03/2008;26045,04;168;0
294;39;78;13/03/2008;28943,46;91;0
294;39;9;13/03/2008;32807,16;111;0
295;37;57;02/05/2010;26543;110;0
295;37;47;02/05/2010;14721,2;104;0
295;37;20;02/05/2010;7200,06;31;0
295;37;105;02/05/2010;54046,46;194;0
295;37;37;02/05/2010;30397,64;52;0
296;2;92;10/01/2009;10998,9;66;0
297;25;18;22/01/2010;83948,16;184;0
297;25;43;22/01/2010;68805;139;0
298;40;18;05/12/2009;62961,12;138;0
298;40;99;05/12/2009;83637,3;158;0
299;39;51;13/03/2006;46300,05;93;0
300;39;33;13/03/2007;49858,2;126;0
300;39;45;13/03/2007;16831,36;34;0
300;39;41;13/03/2007;16220,64;94;0
301;28;89;16/05/2009;21814,8;168;0
301;28;66;16/05/2009;30950,4;156;0
302;28;84;16/05/2008;18688,32;84;0
303;4;99;06/08/2008;82049,25;155;0
304;40;56;05/12/2008;4842,48;24;0
304;40;6;05/12/2008;15974,88;46;0
304;40;15;05/12/2008;15725,16;99;0
304;40;54;05/12/2008;60334,05;185;0
305;40;37;21/01/2010;68394,69;117;0
305;40;24;21/01/2010;56024;188;0
306;4;34;14/09/2010;56860,16;167;0
307;28;13;16/05/2007;71345,14;166;0
308;4;49;06/08/2005;31794;56;0
309;27;89;26/12/2005;7920,85;61;0
310;9;48;08/05/2005;51676,38;147;0
311;27;105;26/12/2007;52096,33;187;0
312;36;9;12/09/2009;6206,76;21;0
313;9;92;08/05/2008;17164,95;103;0
313;9;28;08/05/2008;49248,9;90;0
314;9;11;08/05/2009;59522,4;168;0
314;9;31;08/05/2009;44560,29;109;0
315;36;68;12/09/2005;80436,51;189;0
315;36;14;12/09/2005;81258,66;189;0
315;36;77;12/09/2005;23409,76;47;0
316;4;31;11/11/2005;8585,01;21;0
316;4;92;11/11/2005;18831,45;113;0
317;4;94;11/11/2006;98028,72;173;0
318;4;31;30/08/2006;36792,9;90;0
319;5;20;27/12/2008;41342,28;178;0
320;26;93;29/01/2010;13066,82;26;0
320;26;86;29/01/2010;17497,99;43;0
320;26;64;29/01/2010;113850,75;195;0
321;21;13;16/02/2010;42119,42;98;0
322;4;19;11/11/2009;23025,1;185;0
322;4;26;11/11/2009;53394,39;189;0
323;31;22;21/05/2010;68405,4;140;0
324;20;75;06/04/2009;22189,59;153;0
325;20;74;06/04/2008;29858,4;110;0
326;20;48;06/04/2005;65737,98;187;0
326;20;39;06/04/2005;19871,28;66;0
327;4;88;09/09/2006;10646,7;46;0
328;20;49;06/04/2007;101627,25;179;0
329;20;35;06/04/2006;108576;192;0
330;34;41;29/06/2010;33821,76;196;0
331;34;1;07/05/2007;5938,92;36;0
331;34;55;07/05/2007;74707,47;137;0
332;37;45;24/08/2005;61384,96;124;0
333;37;34;24/08/2007;10895,36;32;0
334;15;17;28/03/2008;28841;100;0
335;20;16;03/05/2005;71448,8;155;0
336;11;14;20/09/2007;70940,1;165;0
337;38;24;22/01/2010;4768;16;0
338;37;36;24/08/2009;41059,26;89;0
338;37;97;24/08/2009;104241,52;181;0
339;37;70;24/08/2008;102266,5;175;0
340;30;101;11/01/2005;48452,88;168;0
341;2;102;11/05/2007;58841,1;185;0
342;21;40;25/08/2005;13046,15;65;0
342;21;37;25/08/2005;30982,21;53;0
343;21;58;25/08/2009;27569,92;119;0
343;21;86;25/08/2009;76095,91;187;0
343;21;12;25/08/2009;53780,44;196;0
344;21;40;25/08/2008;35927,09;179;0
344;21;85;25/08/2008;17350,2;105;0
344;21;4;25/08/2008;43407,43;173;0
344;21;44;25/08/2008;21228,48;108;0
344;21;57;25/08/2008;40538,4;168;0
345;7;81;17/06/2009;9179,25;75;0
345;7;105;17/06/2009;37331,06;134;0
345;7;57;17/06/2009;23647,4;98;0
345;7;28;17/06/2009;95214,54;174;0
346;30;5;11/01/2008;47683,44;168;0
347;6;59;18/12/2006;40931,25;111;0
347;6;55;18/12/2006;31627,98;58;0
348;6;76;18/12/2005;56093,88;186;0
348;6;45;18/12/2005;49008,96;99;0
348;6;7;18/12/2005;62831,52;144;0
349;30;83;30/06/2010;43369,7;89;0
349;30;48;30/06/2010;30935,52;88;0
350;26;95;21/01/2006;45719,52;84;0
350;26;21;21/01/2006;93381,75;165;0
351;6;7;18/12/2008;52359,6;120;0
351;6;31;18/12/2008;68680,08;168;0
352;23;39;06/06/2010;21376,68;71;0
353;30;77;01/04/2007;96627,52;194;0
354;30;71;01/04/2006;40434,26;127;0
355;37;105;06/04/2007;52374,92;188;0
355;37;88;06/04/2007;41661;180;0
356;21;2;12/09/2005;75957,22;149;0
357;20;33;12/03/2005;75183;190;0
357;20;58;12/03/2005;40544;175;0
358;6;3;08/12/2005;31274,46;126;0
359;6;79;08/12/2007;22944,44;148;0
360;6;62;08/12/2006;49211,98;97;0
361;37;62;06/04/2009;53270,7;105;0
361;37;78;06/04/2009;40075,56;126;0
362;30;34;01/04/2009;16002,56;47;0
363;1;22;28/10/2010;89904,24;184;0
363;1;91;28/10/2010;67951,2;138;0
363;1;29;28/10/2010;63418,75;125;0
363;1;89;28/10/2010;17659,6;136;0
363;1;19;28/10/2010;21033,74;169;0
364;28;27;06/07/2008;35740,02;106;0
365;28;36;06/07/2009;64126,26;139;0
366;5;92;07/11/2009;2833,05;17;0
366;5;61;07/11/2009;29704,48;104;0
367;27;4;09/02/2005;48174,72;192;0
367;27;69;09/02/2005;20218,38;46;0
368;14;57;28/03/2006;27025,6;112;0
369;27;50;09/02/2007;41950,4;80;0
369;27;39;09/02/2007;8731,32;29;0
369;27;89;09/02/2007;15582;120;0
370;27;67;09/02/2006;24785,12;124;0
371;27;16;09/02/2009;45635,04;99;0
372;27;87;09/02/2008;69913,2;145;0
372;27;76;09/02/2008;24126,4;80;0
373;14;37;28/03/2009;81839,8;140;0
373;14;58;28/03/2009;12974,08;56;0
374;5;18;07/11/2006;78017,04;171;0
374;5;14;07/11/2006;83838,3;195;0
375;5;5;07/11/2007;3405,96;12;0
376;28;25;06/07/2007;11277,63;39;0
377;8;93;10/11/2005;75385,5;150;0
377;8;37;10/11/2005;63718,13;109;0
378;8;86;10/11/2007;44355,37;109;0
379;8;48;10/11/2006;43239,42;123;0
379;8;59;10/11/2006;57156,25;155;0
379;8;96;10/11/2006;9855,96;92;0
380;8;53;10/11/2008;8098,46;17;0
381;32;21;03/12/2006;110926,2;196;0
381;32;32;03/12/2006;46759,38;114;0
382;32;36;03/12/2007;69662,34;151;0
382;32;84;03/12/2007;29812,32;134;0
382;32;28;03/12/2007;5472,1;10;0
383;5;88;12/10/2009;41661;180;0
384;2;93;23/06/2008;57292,98;114;0
385;8;4;06/08/2007;40647,42;162;0
386;8;38;24/02/2007;10655,84;47;0
386;8;29;24/02/2007;24352,8;48;0
386;8;28;24/02/2007;68948,46;126;0
387;8;32;24/02/2009;65627,2;160;0
387;8;83;24/02/2009;19004,7;39;0
388;24;60;06/02/2010;30048,7;59;0
388;24;102;06/02/2010;48027,06;151;0
389;8;80;06/08/2008;94550,94;198;0
