orderDateID;Day;orderWeek;orderMonth;orderQuarter;orderYear;fiscalWeek;fiscalMonth;fiscalQuarter;fiscalYear
40;09/02/2004;7;2;1;2004;46;11;4;2003
41;10/02/2004;7;2;1;2004;46;11;4;2003
42;11/02/2004;7;2;1;2004;46;11;4;2003
43;12/02/2004;7;2;1;2004;46;11;4;2003
44;13/02/2004;7;2;1;2004;46;11;4;2003
45;14/02/2004;7;2;1;2004;46;11;4;2003
46;15/02/2004;8;2;1;2004;46;11;4;2003
47;16/02/2004;8;2;1;2004;47;11;4;2003
48;17/02/2004;8;2;1;2004;47;11;4;2003
49;18/02/2004;8;2;1;2004;47;11;4;2003
50;19/02/2004;8;2;1;2004;47;11;4;2003
51;20/02/2004;8;2;1;2004;47;11;4;2003
52;21/02/2004;8;2;1;2004;47;11;4;2003
53;22/02/2004;9;2;1;2004;47;11;4;2003
54;23/02/2004;9;2;1;2004;48;11;4;2003
55;24/02/2004;9;2;1;2004;48;11;4;2003
56;25/02/2004;9;2;1;2004;48;11;4;2003
57;26/02/2004;9;2;1;2004;48;11;4;2003
58;27/02/2004;9;2;1;2004;48;11;4;2003
59;28/02/2004;9;2;1;2004;48;11;4;2003
60;29/02/2004;10;2;1;2004;48;11;4;2003
61;01/03/2004;10;3;1;2004;49;11;4;2003
62;02/03/2004;10;3;1;2004;49;12;4;2003
63;03/03/2004;10;3;1;2004;49;12;4;2003
64;04/03/2004;10;3;1;2004;49;12;4;2003
65;05/03/2004;10;3;1;2004;49;12;4;2003
66;06/03/2004;10;3;1;2004;49;12;4;2003
67;07/03/2004;11;3;1;2004;49;12;4;2003
68;08/03/2004;11;3;1;2004;50;12;4;2003
69;09/03/2004;11;3;1;2004;50;12;4;2003
70;10/03/2004;11;3;1;2004;50;12;4;2003
71;11/03/2004;11;3;1;2004;50;12;4;2003
72;12/03/2004;11;3;1;2004;50;12;4;2003
73;13/03/2004;11;3;1;2004;50;12;4;2003
74;14/03/2004;12;3;1;2004;50;12;4;2003
75;15/03/2004;12;3;1;2004;51;12;4;2003
76;16/03/2004;12;3;1;2004;51;12;4;2003
77;17/03/2004;12;3;1;2004;51;12;4;2003
78;18/03/2004;12;3;1;2004;51;12;4;2003
79;19/03/2004;12;3;1;2004;51;12;4;2003
80;20/03/2004;12;3;1;2004;51;12;4;2003
81;21/03/2004;13;3;1;2004;51;12;4;2003
82;22/03/2004;13;3;1;2004;52;12;4;2003
83;23/03/2004;13;3;1;2004;52;12;4;2003
84;24/03/2004;13;3;1;2004;52;12;4;2003
85;25/03/2004;13;3;1;2004;52;12;4;2003
86;26/03/2004;13;3;1;2004;52;12;4;2003
87;27/03/2004;13;3;1;2004;52;12;4;2003
88;28/03/2004;14;3;1;2004;52;12;4;2003
89;29/03/2004;14;3;1;2004;53;12;4;2003
90;30/03/2004;14;3;1;2004;53;12;4;2003
91;31/03/2004;14;3;1;2004;53;12;4;2003
92;01/04/2004;14;4;2;2004;53;12;4;2003
93;02/04/2004;14;4;2;2004;1;1;1;2004
94;03/04/2004;14;4;2;2004;1;1;1;2004
95;04/04/2004;15;4;2;2004;1;1;1;2004
96;05/04/2004;15;4;2;2004;2;1;1;2004
97;06/04/2004;15;4;2;2004;2;1;1;2004
98;07/04/2004;15;4;2;2004;2;1;1;2004
99;08/04/2004;15;4;2;2004;2;1;1;2004
100;09/04/2004;15;4;2;2004;2;1;1;2004
101;10/04/2004;15;4;2;2004;2;1;1;2004
102;11/04/2004;16;4;2;2004;2;1;1;2004
103;12/04/2004;16;4;2;2004;3;1;1;2004
104;13/04/2004;16;4;2;2004;3;1;1;2004
105;14/04/2004;16;4;2;2004;3;1;1;2004
106;15/04/2004;16;4;2;2004;3;1;1;2004
107;16/04/2004;16;4;2;2004;3;1;1;2004
108;17/04/2004;16;4;2;2004;3;1;1;2004
109;18/04/2004;17;4;2;2004;3;1;1;2004
110;19/04/2004;17;4;2;2004;4;1;1;2004
111;20/04/2004;17;4;2;2004;4;1;1;2004
112;21/04/2004;17;4;2;2004;4;1;1;2004
113;22/04/2004;17;4;2;2004;4;1;1;2004
114;23/04/2004;17;4;2;2004;4;1;1;2004
115;24/04/2004;17;4;2;2004;4;1;1;2004
116;25/04/2004;18;4;2;2004;4;1;1;2004
117;26/04/2004;18;4;2;2004;5;1;1;2004
118;27/04/2004;18;4;2;2004;5;1;1;2004
119;28/04/2004;18;4;2;2004;5;1;1;2004
120;29/04/2004;18;4;2;2004;5;1;1;2004
121;30/04/2004;18;4;2;2004;5;1;1;2004
122;01/05/2004;18;5;2;2004;5;1;1;2004
123;02/05/2004;19;5;2;2004;5;1;1;2004
124;03/05/2004;19;5;2;2004;6;2;1;2004
125;04/05/2004;19;5;2;2004;6;2;1;2004
126;05/05/2004;19;5;2;2004;6;2;1;2004
127;06/05/2004;19;5;2;2004;6;2;1;2004
128;07/05/2004;19;5;2;2004;6;2;1;2004
129;08/05/2004;19;5;2;2004;6;2;1;2004
130;09/05/2004;20;5;2;2004;6;2;1;2004
131;10/05/2004;20;5;2;2004;7;2;1;2004
132;11/05/2004;20;5;2;2004;7;2;1;2004
133;12/05/2004;20;5;2;2004;7;2;1;2004
134;13/05/2004;20;5;2;2004;7;2;1;2004
135;14/05/2004;20;5;2;2004;7;2;1;2004
136;15/05/2004;20;5;2;2004;7;2;1;2004
137;16/05/2004;21;5;2;2004;7;2;1;2004
138;17/05/2004;21;5;2;2004;8;2;1;2004
139;18/05/2004;21;5;2;2004;8;2;1;2004
140;19/05/2004;21;5;2;2004;8;2;1;2004
141;20/05/2004;21;5;2;2004;8;2;1;2004
142;21/05/2004;21;5;2;2004;8;2;1;2004
143;22/05/2004;21;5;2;2004;8;2;1;2004
144;23/05/2004;22;5;2;2004;8;2;1;2004
145;24/05/2004;22;5;2;2004;9;2;1;2004
146;25/05/2004;22;5;2;2004;9;2;1;2004
147;26/05/2004;22;5;2;2004;9;2;1;2004
148;27/05/2004;22;5;2;2004;9;2;1;2004
149;28/05/2004;22;5;2;2004;9;2;1;2004
150;29/05/2004;22;5;2;2004;9;2;1;2004
151;30/05/2004;23;5;2;2004;9;2;1;2004
152;31/05/2004;23;5;2;2004;10;2;1;2004
153;01/06/2004;23;6;2;2004;10;3;1;2004
154;02/06/2004;23;6;2;2004;10;3;1;2004
155;03/06/2004;23;6;2;2004;10;3;1;2004
156;04/06/2004;23;6;2;2004;10;3;1;2004
157;05/06/2004;23;6;2;2004;10;3;1;2004
158;06/06/2004;24;6;2;2004;10;3;1;2004
159;07/06/2004;24;6;2;2004;11;3;1;2004
160;08/06/2004;24;6;2;2004;11;3;1;2004
161;09/06/2004;24;6;2;2004;11;3;1;2004
162;10/06/2004;24;6;2;2004;11;3;1;2004
163;11/06/2004;24;6;2;2004;11;3;1;2004
164;12/06/2004;24;6;2;2004;11;3;1;2004
165;13/06/2004;25;6;2;2004;11;3;1;2004
166;14/06/2004;25;6;2;2004;12;3;1;2004
167;15/06/2004;25;6;2;2004;12;3;1;2004
168;16/06/2004;25;6;2;2004;12;3;1;2004
169;17/06/2004;25;6;2;2004;12;3;1;2004
170;18/06/2004;25;6;2;2004;12;3;1;2004
171;19/06/2004;25;6;2;2004;12;3;1;2004
172;20/06/2004;26;6;2;2004;12;3;1;2004
173;21/06/2004;26;6;2;2004;13;3;1;2004
174;22/06/2004;26;6;2;2004;13;3;1;2004
175;23/06/2004;26;6;2;2004;13;3;1;2004
176;24/06/2004;26;6;2;2004;13;3;1;2004
177;25/06/2004;26;6;2;2004;13;3;1;2004
178;26/06/2004;26;6;2;2004;13;3;1;2004
179;27/06/2004;27;6;2;2004;13;3;1;2004
180;28/06/2004;27;6;2;2004;14;3;1;2004
181;29/06/2004;27;6;2;2004;14;3;1;2004
182;30/06/2004;27;6;2;2004;14;3;1;2004
183;01/07/2004;27;7;3;2004;14;3;1;2004
184;02/07/2004;27;7;3;2004;14;4;2;2004
185;03/07/2004;27;7;3;2004;14;4;2;2004
186;04/07/2004;28;7;3;2004;14;4;2;2004
187;05/07/2004;28;7;3;2004;15;4;2;2004
188;06/07/2004;28;7;3;2004;15;4;2;2004
189;07/07/2004;28;7;3;2004;15;4;2;2004
190;08/07/2004;28;7;3;2004;15;4;2;2004
191;09/07/2004;28;7;3;2004;15;4;2;2004
192;10/07/2004;28;7;3;2004;15;4;2;2004
193;11/07/2004;29;7;3;2004;15;4;2;2004
194;12/07/2004;29;7;3;2004;16;4;2;2004
195;13/07/2004;29;7;3;2004;16;4;2;2004
196;14/07/2004;29;7;3;2004;16;4;2;2004
197;15/07/2004;29;7;3;2004;16;4;2;2004
198;16/07/2004;29;7;3;2004;16;4;2;2004
199;17/07/2004;29;7;3;2004;16;4;2;2004
200;18/07/2004;30;7;3;2004;16;4;2;2004
201;19/07/2004;30;7;3;2004;17;4;2;2004
202;20/07/2004;30;7;3;2004;17;4;2;2004
203;21/07/2004;30;7;3;2004;17;4;2;2004
204;22/07/2004;30;7;3;2004;17;4;2;2004
205;23/07/2004;30;7;3;2004;17;4;2;2004
206;24/07/2004;30;7;3;2004;17;4;2;2004
207;25/07/2004;31;7;3;2004;17;4;2;2004
208;26/07/2004;31;7;3;2004;18;4;2;2004
209;27/07/2004;31;7;3;2004;18;4;2;2004
210;28/07/2004;31;7;3;2004;18;4;2;2004
211;29/07/2004;31;7;3;2004;18;4;2;2004
212;30/07/2004;31;7;3;2004;18;4;2;2004
213;31/07/2004;31;7;3;2004;18;4;2;2004
214;01/08/2004;32;8;3;2004;18;5;2;2004
215;02/08/2004;32;8;3;2004;19;5;2;2004
216;03/08/2004;32;8;3;2004;19;5;2;2004
217;04/08/2004;32;8;3;2004;19;5;2;2004
218;05/08/2004;32;8;3;2004;19;5;2;2004
219;06/08/2004;32;8;3;2004;19;5;2;2004
220;07/08/2004;32;8;3;2004;19;5;2;2004
221;08/08/2004;33;8;3;2004;19;5;2;2004
222;09/08/2004;33;8;3;2004;20;5;2;2004
223;10/08/2004;33;8;3;2004;20;5;2;2004
224;11/08/2004;33;8;3;2004;20;5;2;2004
225;12/08/2004;33;8;3;2004;20;5;2;2004
226;13/08/2004;33;8;3;2004;20;5;2;2004
227;14/08/2004;33;8;3;2004;20;5;2;2004
228;15/08/2004;34;8;3;2004;20;5;2;2004
229;16/08/2004;34;8;3;2004;21;5;2;2004
230;17/08/2004;34;8;3;2004;21;5;2;2004
231;18/08/2004;34;8;3;2004;21;5;2;2004
232;19/08/2004;34;8;3;2004;21;5;2;2004
233;20/08/2004;34;8;3;2004;21;5;2;2004
234;21/08/2004;34;8;3;2004;21;5;2;2004
235;22/08/2004;35;8;3;2004;21;5;2;2004
236;23/08/2004;35;8;3;2004;22;5;2;2004
237;24/08/2004;35;8;3;2004;22;5;2;2004
238;25/08/2004;35;8;3;2004;22;5;2;2004
239;26/08/2004;35;8;3;2004;22;5;2;2004
240;27/08/2004;35;8;3;2004;22;5;2;2004
241;28/08/2004;35;8;3;2004;22;5;2;2004
242;29/08/2004;36;8;3;2004;22;5;2;2004
243;30/08/2004;36;8;3;2004;23;5;2;2004
244;31/08/2004;36;8;3;2004;23;5;2;2004
245;01/09/2004;36;9;3;2004;23;6;2;2004
246;02/09/2004;36;9;3;2004;23;6;2;2004
247;03/09/2004;36;9;3;2004;23;6;2;2004
248;04/09/2004;36;9;3;2004;23;6;2;2004
249;05/09/2004;37;9;3;2004;23;6;2;2004
250;06/09/2004;37;9;3;2004;24;6;2;2004
251;07/09/2004;37;9;3;2004;24;6;2;2004
252;08/09/2004;37;9;3;2004;24;6;2;2004
253;09/09/2004;37;9;3;2004;24;6;2;2004
254;10/09/2004;37;9;3;2004;24;6;2;2004
255;11/09/2004;37;9;3;2004;24;6;2;2004
256;12/09/2004;38;9;3;2004;24;6;2;2004
257;13/09/2004;38;9;3;2004;25;6;2;2004
258;14/09/2004;38;9;3;2004;25;6;2;2004
259;15/09/2004;38;9;3;2004;25;6;2;2004
260;16/09/2004;38;9;3;2004;25;6;2;2004
261;17/09/2004;38;9;3;2004;25;6;2;2004
262;18/09/2004;38;9;3;2004;25;6;2;2004
263;19/09/2004;39;9;3;2004;25;6;2;2004
264;20/09/2004;39;9;3;2004;26;6;2;2004
265;21/09/2004;39;9;3;2004;26;6;2;2004
266;22/09/2004;39;9;3;2004;26;6;2;2004
267;23/09/2004;39;9;3;2004;26;6;2;2004
268;24/09/2004;39;9;3;2004;26;6;2;2004
269;25/09/2004;39;9;3;2004;26;6;2;2004
270;26/09/2004;40;9;3;2004;26;6;2;2004
271;27/09/2004;40;9;3;2004;27;6;2;2004
272;28/09/2004;40;9;3;2004;27;6;2;2004
273;29/09/2004;40;9;3;2004;27;6;2;2004
274;30/09/2004;40;9;3;2004;27;6;2;2004
275;01/10/2004;40;10;4;2004;27;7;3;2004
276;02/10/2004;40;10;4;2004;27;7;3;2004
277;03/10/2004;41;10;4;2004;27;7;3;2004
278;04/10/2004;41;10;4;2004;28;7;3;2004
279;05/10/2004;41;10;4;2004;28;7;3;2004
280;06/10/2004;41;10;4;2004;28;7;3;2004
281;07/10/2004;41;10;4;2004;28;7;3;2004
282;08/10/2004;41;10;4;2004;28;7;3;2004
283;09/10/2004;41;10;4;2004;28;7;3;2004
284;10/10/2004;42;10;4;2004;28;7;3;2004
285;11/10/2004;42;10;4;2004;29;7;3;2004
286;12/10/2004;42;10;4;2004;29;7;3;2004
287;13/10/2004;42;10;4;2004;29;7;3;2004
288;14/10/2004;42;10;4;2004;29;7;3;2004
289;15/10/2004;42;10;4;2004;29;7;3;2004
290;16/10/2004;42;10;4;2004;29;7;3;2004
291;17/10/2004;43;10;4;2004;29;7;3;2004
292;18/10/2004;43;10;4;2004;30;7;3;2004
293;19/10/2004;43;10;4;2004;30;7;3;2004
294;20/10/2004;43;10;4;2004;30;7;3;2004
295;21/10/2004;43;10;4;2004;30;7;3;2004
296;22/10/2004;43;10;4;2004;30;7;3;2004
297;23/10/2004;43;10;4;2004;30;7;3;2004
298;24/10/2004;44;10;4;2004;30;7;3;2004
299;25/10/2004;44;10;4;2004;31;7;3;2004
300;26/10/2004;44;10;4;2004;31;7;3;2004
301;27/10/2004;44;10;4;2004;31;7;3;2004
302;28/10/2004;44;10;4;2004;31;7;3;2004
303;29/10/2004;44;10;4;2004;31;7;3;2004
304;30/10/2004;44;10;4;2004;31;7;3;2004
305;31/10/2004;45;10;4;2004;31;7;3;2004
306;01/11/2004;45;11;4;2004;32;8;3;2004
307;02/11/2004;45;11;4;2004;32;8;3;2004
308;03/11/2004;45;11;4;2004;32;8;3;2004
309;04/11/2004;45;11;4;2004;32;8;3;2004
310;05/11/2004;45;11;4;2004;32;8;3;2004
311;06/11/2004;45;11;4;2004;32;8;3;2004
312;07/11/2004;46;11;4;2004;32;8;3;2004
313;08/11/2004;46;11;4;2004;33;8;3;2004
314;09/11/2004;46;11;4;2004;33;8;3;2004
315;10/11/2004;46;11;4;2004;33;8;3;2004
316;11/11/2004;46;11;4;2004;33;8;3;2004
317;12/11/2004;46;11;4;2004;33;8;3;2004
318;13/11/2004;46;11;4;2004;33;8;3;2004
319;14/11/2004;47;11;4;2004;33;8;3;2004
320;15/11/2004;47;11;4;2004;34;8;3;2004
321;16/11/2004;47;11;4;2004;34;8;3;2004
322;17/11/2004;47;11;4;2004;34;8;3;2004
323;18/11/2004;47;11;4;2004;34;8;3;2004
324;19/11/2004;47;11;4;2004;34;8;3;2004
325;20/11/2004;47;11;4;2004;34;8;3;2004
326;21/11/2004;48;11;4;2004;34;8;3;2004
327;22/11/2004;48;11;4;2004;35;8;3;2004
328;23/11/2004;48;11;4;2004;35;8;3;2004
329;24/11/2004;48;11;4;2004;35;8;3;2004
330;25/11/2004;48;11;4;2004;35;8;3;2004
331;26/11/2004;48;11;4;2004;35;8;3;2004
332;27/11/2004;48;11;4;2004;35;8;3;2004
333;28/11/2004;49;11;4;2004;35;8;3;2004
334;29/11/2004;49;11;4;2004;36;8;3;2004
335;30/11/2004;49;11;4;2004;36;8;3;2004
336;01/12/2004;49;12;4;2004;36;8;3;2004
337;02/12/2004;49;12;4;2004;36;9;3;2004
338;03/12/2004;49;12;4;2004;36;9;3;2004
339;04/12/2004;49;12;4;2004;36;9;3;2004
340;05/12/2004;50;12;4;2004;36;9;3;2004
341;06/12/2004;50;12;4;2004;37;9;3;2004
342;07/12/2004;50;12;4;2004;37;9;3;2004
343;08/12/2004;50;12;4;2004;37;9;3;2004
344;09/12/2004;50;12;4;2004;37;9;3;2004
345;10/12/2004;50;12;4;2004;37;9;3;2004
346;11/12/2004;50;12;4;2004;37;9;3;2004
347;12/12/2004;51;12;4;2004;37;9;3;2004
348;13/12/2004;51;12;4;2004;38;9;3;2004
349;14/12/2004;51;12;4;2004;38;9;3;2004
350;15/12/2004;51;12;4;2004;38;9;3;2004
351;16/12/2004;51;12;4;2004;38;9;3;2004
352;17/12/2004;51;12;4;2004;38;9;3;2004
353;18/12/2004;51;12;4;2004;38;9;3;2004
354;19/12/2004;52;12;4;2004;38;9;3;2004
355;20/12/2004;52;12;4;2004;39;9;3;2004
356;21/12/2004;52;12;4;2004;39;9;3;2004
357;22/12/2004;52;12;4;2004;39;9;3;2004
358;23/12/2004;52;12;4;2004;39;9;3;2004
359;24/12/2004;52;12;4;2004;39;9;3;2004
360;25/12/2004;52;12;4;2004;39;9;3;2004
361;26/12/2004;53;12;4;2004;39;9;3;2004
362;27/12/2004;53;12;4;2004;40;9;3;2004
363;28/12/2004;53;12;4;2004;40;9;3;2004
364;29/12/2004;53;12;4;2004;40;9;3;2004
365;30/12/2004;53;12;4;2004;40;9;3;2004
366;31/12/2004;53;12;4;2004;40;9;3;2004
367;01/01/2005;1;1;1;2005;40;10;4;2004
368;02/01/2005;2;1;1;2005;40;10;4;2004
369;03/01/2005;2;1;1;2005;41;10;4;2004
370;04/01/2005;2;1;1;2005;41;10;4;2004
371;05/01/2005;2;1;1;2005;41;10;4;2004
372;06/01/2005;2;1;1;2005;41;10;4;2004
373;07/01/2005;2;1;1;2005;41;10;4;2004
374;08/01/2005;2;1;1;2005;41;10;4;2004
375;09/01/2005;3;1;1;2005;41;10;4;2004
376;10/01/2005;3;1;1;2005;42;10;4;2004
377;11/01/2005;3;1;1;2005;42;10;4;2004
378;12/01/2005;3;1;1;2005;42;10;4;2004
379;13/01/2005;3;1;1;2005;42;10;4;2004
380;14/01/2005;3;1;1;2005;42;10;4;2004
381;15/01/2005;3;1;1;2005;42;10;4;2004
382;16/01/2005;4;1;1;2005;42;10;4;2004
383;17/01/2005;4;1;1;2005;43;10;4;2004
384;18/01/2005;4;1;1;2005;43;10;4;2004
385;19/01/2005;4;1;1;2005;43;10;4;2004
386;20/01/2005;4;1;1;2005;43;10;4;2004
387;21/01/2005;4;1;1;2005;43;10;4;2004
388;22/01/2005;4;1;1;2005;43;10;4;2004
389;23/01/2005;5;1;1;2005;43;10;4;2004
390;24/01/2005;5;1;1;2005;44;10;4;2004
391;25/01/2005;5;1;1;2005;44;10;4;2004
392;26/01/2005;5;1;1;2005;44;10;4;2004
393;27/01/2005;5;1;1;2005;44;10;4;2004
394;28/01/2005;5;1;1;2005;44;10;4;2004
395;29/01/2005;5;1;1;2005;44;10;4;2004
396;30/01/2005;6;1;1;2005;44;10;4;2004
397;31/01/2005;6;1;1;2005;45;10;4;2004
398;01/02/2005;6;2;1;2005;45;11;4;2004
399;02/02/2005;6;2;1;2005;45;11;4;2004
400;03/02/2005;6;2;1;2005;45;11;4;2004
401;04/02/2005;6;2;1;2005;45;11;4;2004
402;05/02/2005;6;2;1;2005;45;11;4;2004
403;06/02/2005;7;2;1;2005;45;11;4;2004
404;07/02/2005;7;2;1;2005;46;11;4;2004
405;08/02/2005;7;2;1;2005;46;11;4;2004
406;09/02/2005;7;2;1;2005;46;11;4;2004
407;10/02/2005;7;2;1;2005;46;11;4;2004
408;11/02/2005;7;2;1;2005;46;11;4;2004
409;12/02/2005;7;2;1;2005;46;11;4;2004
410;13/02/2005;8;2;1;2005;46;11;4;2004
411;14/02/2005;8;2;1;2005;47;11;4;2004
412;15/02/2005;8;2;1;2005;47;11;4;2004
413;16/02/2005;8;2;1;2005;47;11;4;2004
414;17/02/2005;8;2;1;2005;47;11;4;2004
415;18/02/2005;8;2;1;2005;47;11;4;2004
416;19/02/2005;8;2;1;2005;47;11;4;2004
417;20/02/2005;9;2;1;2005;47;11;4;2004
418;21/02/2005;9;2;1;2005;48;11;4;2004
419;22/02/2005;9;2;1;2005;48;11;4;2004
420;23/02/2005;9;2;1;2005;48;11;4;2004
421;24/02/2005;9;2;1;2005;48;11;4;2004
422;25/02/2005;9;2;1;2005;48;11;4;2004
423;26/02/2005;9;2;1;2005;48;11;4;2004
424;27/02/2005;10;2;1;2005;48;11;4;2004
425;28/02/2005;10;2;1;2005;49;11;4;2004
426;01/03/2005;10;3;1;2005;49;11;4;2004
427;02/03/2005;10;3;1;2005;49;11;4;2004
428;03/03/2005;10;3;1;2005;49;12;4;2004
429;04/03/2005;10;3;1;2005;49;12;4;2004
430;05/03/2005;10;3;1;2005;49;12;4;2004
431;06/03/2005;11;3;1;2005;49;12;4;2004
432;07/03/2005;11;3;1;2005;50;12;4;2004
433;08/03/2005;11;3;1;2005;50;12;4;2004
434;09/03/2005;11;3;1;2005;50;12;4;2004
435;10/03/2005;11;3;1;2005;50;12;4;2004
436;11/03/2005;11;3;1;2005;50;12;4;2004
437;12/03/2005;11;3;1;2005;50;12;4;2004
438;13/03/2005;12;3;1;2005;50;12;4;2004
439;14/03/2005;12;3;1;2005;51;12;4;2004
440;15/03/2005;12;3;1;2005;51;12;4;2004
441;16/03/2005;12;3;1;2005;51;12;4;2004
442;17/03/2005;12;3;1;2005;51;12;4;2004
443;18/03/2005;12;3;1;2005;51;12;4;2004
444;19/03/2005;12;3;1;2005;51;12;4;2004
445;20/03/2005;13;3;1;2005;51;12;4;2004
446;21/03/2005;13;3;1;2005;52;12;4;2004
447;22/03/2005;13;3;1;2005;52;12;4;2004
448;23/03/2005;13;3;1;2005;52;12;4;2004
449;24/03/2005;13;3;1;2005;52;12;4;2004
450;25/03/2005;13;3;1;2005;52;12;4;2004
451;26/03/2005;13;3;1;2005;52;12;4;2004
452;27/03/2005;14;3;1;2005;52;12;4;2004
453;28/03/2005;14;3;1;2005;53;12;4;2004
454;29/03/2005;14;3;1;2005;53;12;4;2004
455;30/03/2005;14;3;1;2005;53;12;4;2004
456;31/03/2005;14;3;1;2005;53;12;4;2004
457;01/04/2005;14;4;2;2005;53;12;4;2004
458;02/04/2005;14;4;2;2005;53;12;4;2004
459;03/04/2005;15;4;2;2005;1;1;1;2005
460;04/04/2005;15;4;2;2005;2;1;1;2005
461;05/04/2005;15;4;2;2005;2;1;1;2005
462;06/04/2005;15;4;2;2005;2;1;1;2005
463;07/04/2005;15;4;2;2005;2;1;1;2005
464;08/04/2005;15;4;2;2005;2;1;1;2005
465;09/04/2005;15;4;2;2005;2;1;1;2005
466;10/04/2005;16;4;2;2005;2;1;1;2005
467;11/04/2005;16;4;2;2005;3;1;1;2005
468;12/04/2005;16;4;2;2005;3;1;1;2005
469;13/04/2005;16;4;2;2005;3;1;1;2005
470;14/04/2005;16;4;2;2005;3;1;1;2005
471;15/04/2005;16;4;2;2005;3;1;1;2005
472;16/04/2005;16;4;2;2005;3;1;1;2005
473;17/04/2005;17;4;2;2005;3;1;1;2005
474;18/04/2005;17;4;2;2005;4;1;1;2005
475;19/04/2005;17;4;2;2005;4;1;1;2005
476;20/04/2005;17;4;2;2005;4;1;1;2005
477;21/04/2005;17;4;2;2005;4;1;1;2005
478;22/04/2005;17;4;2;2005;4;1;1;2005
479;23/04/2005;17;4;2;2005;4;1;1;2005
480;24/04/2005;18;4;2;2005;4;1;1;2005
481;25/04/2005;18;4;2;2005;5;1;1;2005
482;26/04/2005;18;4;2;2005;5;1;1;2005
483;27/04/2005;18;4;2;2005;5;1;1;2005
484;28/04/2005;18;4;2;2005;5;1;1;2005
485;29/04/2005;18;4;2;2005;5;1;1;2005
486;30/04/2005;18;4;2;2005;5;1;1;2005
487;01/05/2005;19;5;2;2005;5;1;1;2005
488;02/05/2005;19;5;2;2005;6;1;1;2005
489;03/05/2005;19;5;2;2005;6;1;1;2005
490;04/05/2005;19;5;2;2005;6;2;1;2005
491;05/05/2005;19;5;2;2005;6;2;1;2005
492;06/05/2005;19;5;2;2005;6;2;1;2005
493;07/05/2005;19;5;2;2005;6;2;1;2005
494;08/05/2005;20;5;2;2005;6;2;1;2005
495;09/05/2005;20;5;2;2005;7;2;1;2005
496;10/05/2005;20;5;2;2005;7;2;1;2005
497;11/05/2005;20;5;2;2005;7;2;1;2005
498;12/05/2005;20;5;2;2005;7;2;1;2005
499;13/05/2005;20;5;2;2005;7;2;1;2005
500;14/05/2005;20;5;2;2005;7;2;1;2005
501;15/05/2005;21;5;2;2005;7;2;1;2005
502;16/05/2005;21;5;2;2005;8;2;1;2005
503;17/05/2005;21;5;2;2005;8;2;1;2005
504;18/05/2005;21;5;2;2005;8;2;1;2005
505;19/05/2005;21;5;2;2005;8;2;1;2005
506;20/05/2005;21;5;2;2005;8;2;1;2005
507;21/05/2005;21;5;2;2005;8;2;1;2005
508;22/05/2005;22;5;2;2005;8;2;1;2005
509;23/05/2005;22;5;2;2005;9;2;1;2005
510;24/05/2005;22;5;2;2005;9;2;1;2005
511;25/05/2005;22;5;2;2005;9;2;1;2005
512;26/05/2005;22;5;2;2005;9;2;1;2005
513;27/05/2005;22;5;2;2005;9;2;1;2005
