saleDateID;Day;saleWeek;saleMonth;saleQuarter;saleYear;fiscalWeek;fiscalMonth;fiscalQuarter;fiscalYear
40;09/02/2005;7;2;1;2005;46;11;4;2004
41;10/02/2005;7;2;1;2005;46;11;4;2004
42;11/02/2005;7;2;1;2005;46;11;4;2004
43;12/02/2005;7;2;1;2005;46;11;4;2004
44;13/02/2005;8;2;1;2005;46;11;4;2004
45;14/02/2005;8;2;1;2005;47;11;4;2004
46;15/02/2005;8;2;1;2005;47;11;4;2004
47;16/02/2005;8;2;1;2005;47;11;4;2004
48;17/02/2005;8;2;1;2005;47;11;4;2004
49;18/02/2005;8;2;1;2005;47;11;4;2004
50;19/02/2005;8;2;1;2005;47;11;4;2004
51;20/02/2005;9;2;1;2005;47;11;4;2004
52;21/02/2005;9;2;1;2005;48;11;4;2004
53;22/02/2005;9;2;1;2005;48;11;4;2004
54;23/02/2005;9;2;1;2005;48;11;4;2004
55;24/02/2005;9;2;1;2005;48;11;4;2004
56;25/02/2005;9;2;1;2005;48;11;4;2004
57;26/02/2005;9;2;1;2005;48;11;4;2004
58;27/02/2005;10;2;1;2005;48;11;4;2004
59;28/02/2005;10;2;1;2005;49;11;4;2004
60;01/03/2005;10;3;1;2005;49;11;4;2004
61;02/03/2005;10;3;1;2005;49;11;4;2004
62;03/03/2005;10;3;1;2005;49;12;4;2004
63;04/03/2005;10;3;1;2005;49;12;4;2004
64;05/03/2005;10;3;1;2005;49;12;4;2004
65;06/03/2005;11;3;1;2005;49;12;4;2004
66;07/03/2005;11;3;1;2005;50;12;4;2004
67;08/03/2005;11;3;1;2005;50;12;4;2004
68;09/03/2005;11;3;1;2005;50;12;4;2004
69;10/03/2005;11;3;1;2005;50;12;4;2004
70;11/03/2005;11;3;1;2005;50;12;4;2004
71;12/03/2005;11;3;1;2005;50;12;4;2004
72;13/03/2005;12;3;1;2005;50;12;4;2004
73;14/03/2005;12;3;1;2005;51;12;4;2004
74;15/03/2005;12;3;1;2005;51;12;4;2004
75;16/03/2005;12;3;1;2005;51;12;4;2004
76;17/03/2005;12;3;1;2005;51;12;4;2004
77;18/03/2005;12;3;1;2005;51;12;4;2004
78;19/03/2005;12;3;1;2005;51;12;4;2004
79;20/03/2005;13;3;1;2005;51;12;4;2004
80;21/03/2005;13;3;1;2005;52;12;4;2004
81;22/03/2005;13;3;1;2005;52;12;4;2004
82;23/03/2005;13;3;1;2005;52;12;4;2004
83;24/03/2005;13;3;1;2005;52;12;4;2004
84;25/03/2005;13;3;1;2005;52;12;4;2004
85;26/03/2005;13;3;1;2005;52;12;4;2004
86;27/03/2005;14;3;1;2005;52;12;4;2004
87;28/03/2005;14;3;1;2005;53;12;4;2004
88;29/03/2005;14;3;1;2005;53;12;4;2004
89;30/03/2005;14;3;1;2005;53;12;4;2004
90;31/03/2005;14;3;1;2005;53;12;4;2004
91;01/04/2005;14;4;2;2005;53;12;4;2004
92;02/04/2005;14;4;2;2005;53;12;4;2004
93;03/04/2005;15;4;2;2005;1;1;1;2005
94;04/04/2005;15;4;2;2005;2;1;1;2005
95;05/04/2005;15;4;2;2005;2;1;1;2005
96;06/04/2005;15;4;2;2005;2;1;1;2005
97;07/04/2005;15;4;2;2005;2;1;1;2005
98;08/04/2005;15;4;2;2005;2;1;1;2005
99;09/04/2005;15;4;2;2005;2;1;1;2005
100;10/04/2005;16;4;2;2005;2;1;1;2005
101;11/04/2005;16;4;2;2005;3;1;1;2005
102;12/04/2005;16;4;2;2005;3;1;1;2005
103;13/04/2005;16;4;2;2005;3;1;1;2005
104;14/04/2005;16;4;2;2005;3;1;1;2005
105;15/04/2005;16;4;2;2005;3;1;1;2005
106;16/04/2005;16;4;2;2005;3;1;1;2005
107;17/04/2005;17;4;2;2005;3;1;1;2005
108;18/04/2005;17;4;2;2005;4;1;1;2005
109;19/04/2005;17;4;2;2005;4;1;1;2005
110;20/04/2005;17;4;2;2005;4;1;1;2005
111;21/04/2005;17;4;2;2005;4;1;1;2005
112;22/04/2005;17;4;2;2005;4;1;1;2005
113;23/04/2005;17;4;2;2005;4;1;1;2005
114;24/04/2005;18;4;2;2005;4;1;1;2005
115;25/04/2005;18;4;2;2005;5;1;1;2005
116;26/04/2005;18;4;2;2005;5;1;1;2005
117;27/04/2005;18;4;2;2005;5;1;1;2005
118;28/04/2005;18;4;2;2005;5;1;1;2005
119;29/04/2005;18;4;2;2005;5;1;1;2005
120;30/04/2005;18;4;2;2005;5;1;1;2005
121;01/05/2005;19;5;2;2005;5;1;1;2005
122;02/05/2005;19;5;2;2005;6;1;1;2005
123;03/05/2005;19;5;2;2005;6;1;1;2005
124;04/05/2005;19;5;2;2005;6;2;1;2005
125;05/05/2005;19;5;2;2005;6;2;1;2005
126;06/05/2005;19;5;2;2005;6;2;1;2005
127;07/05/2005;19;5;2;2005;6;2;1;2005
128;08/05/2005;20;5;2;2005;6;2;1;2005
129;09/05/2005;20;5;2;2005;7;2;1;2005
130;10/05/2005;20;5;2;2005;7;2;1;2005
131;11/05/2005;20;5;2;2005;7;2;1;2005
132;12/05/2005;20;5;2;2005;7;2;1;2005
133;13/05/2005;20;5;2;2005;7;2;1;2005
134;14/05/2005;20;5;2;2005;7;2;1;2005
135;15/05/2005;21;5;2;2005;7;2;1;2005
136;16/05/2005;21;5;2;2005;8;2;1;2005
137;17/05/2005;21;5;2;2005;8;2;1;2005
138;18/05/2005;21;5;2;2005;8;2;1;2005
139;19/05/2005;21;5;2;2005;8;2;1;2005
140;20/05/2005;21;5;2;2005;8;2;1;2005
141;21/05/2005;21;5;2;2005;8;2;1;2005
142;22/05/2005;22;5;2;2005;8;2;1;2005
143;23/05/2005;22;5;2;2005;9;2;1;2005
144;24/05/2005;22;5;2;2005;9;2;1;2005
145;25/05/2005;22;5;2;2005;9;2;1;2005
146;26/05/2005;22;5;2;2005;9;2;1;2005
147;27/05/2005;22;5;2;2005;9;2;1;2005
148;28/05/2005;22;5;2;2005;9;2;1;2005
149;29/05/2005;23;5;2;2005;9;2;1;2005
150;30/05/2005;23;5;2;2005;10;2;1;2005
151;31/05/2005;23;5;2;2005;10;2;1;2005
152;01/06/2005;23;6;2;2005;10;3;1;2005
153;02/06/2005;23;6;2;2005;10;3;1;2005
154;03/06/2005;23;6;2;2005;10;3;1;2005
155;04/06/2005;23;6;2;2005;10;3;1;2005
156;05/06/2005;24;6;2;2005;10;3;1;2005
157;06/06/2005;24;6;2;2005;11;3;1;2005
158;07/06/2005;24;6;2;2005;11;3;1;2005
159;08/06/2005;24;6;2;2005;11;3;1;2005
160;09/06/2005;24;6;2;2005;11;3;1;2005
161;10/06/2005;24;6;2;2005;11;3;1;2005
162;11/06/2005;24;6;2;2005;11;3;1;2005
163;12/06/2005;25;6;2;2005;11;3;1;2005
164;13/06/2005;25;6;2;2005;12;3;1;2005
165;14/06/2005;25;6;2;2005;12;3;1;2005
166;15/06/2005;25;6;2;2005;12;3;1;2005
167;16/06/2005;25;6;2;2005;12;3;1;2005
168;17/06/2005;25;6;2;2005;12;3;1;2005
169;18/06/2005;25;6;2;2005;12;3;1;2005
170;19/06/2005;26;6;2;2005;12;3;1;2005
171;20/06/2005;26;6;2;2005;13;3;1;2005
172;21/06/2005;26;6;2;2005;13;3;1;2005
173;22/06/2005;26;6;2;2005;13;3;1;2005
174;23/06/2005;26;6;2;2005;13;3;1;2005
175;24/06/2005;26;6;2;2005;13;3;1;2005
176;25/06/2005;26;6;2;2005;13;3;1;2005
177;26/06/2005;27;6;2;2005;13;3;1;2005
178;27/06/2005;27;6;2;2005;14;3;1;2005
179;28/06/2005;27;6;2;2005;14;3;1;2005
180;29/06/2005;27;6;2;2005;14;3;1;2005
181;30/06/2005;27;6;2;2005;14;3;1;2005
182;01/07/2005;27;7;3;2005;14;3;1;2005
183;02/07/2005;27;7;3;2005;14;4;2;2005
184;03/07/2005;28;7;3;2005;14;4;2;2005
185;04/07/2005;28;7;3;2005;15;4;2;2005
186;05/07/2005;28;7;3;2005;15;4;2;2005
187;06/07/2005;28;7;3;2005;15;4;2;2005
188;07/07/2005;28;7;3;2005;15;4;2;2005
189;08/07/2005;28;7;3;2005;15;4;2;2005
190;09/07/2005;28;7;3;2005;15;4;2;2005
191;10/07/2005;29;7;3;2005;15;4;2;2005
192;11/07/2005;29;7;3;2005;16;4;2;2005
193;12/07/2005;29;7;3;2005;16;4;2;2005
194;13/07/2005;29;7;3;2005;16;4;2;2005
195;14/07/2005;29;7;3;2005;16;4;2;2005
196;15/07/2005;29;7;3;2005;16;4;2;2005
197;16/07/2005;29;7;3;2005;16;4;2;2005
198;17/07/2005;30;7;3;2005;16;4;2;2005
199;18/07/2005;30;7;3;2005;17;4;2;2005
200;19/07/2005;30;7;3;2005;17;4;2;2005
201;20/07/2005;30;7;3;2005;17;4;2;2005
202;21/07/2005;30;7;3;2005;17;4;2;2005
203;22/07/2005;30;7;3;2005;17;4;2;2005
204;23/07/2005;30;7;3;2005;17;4;2;2005
205;24/07/2005;31;7;3;2005;17;4;2;2005
206;25/07/2005;31;7;3;2005;18;4;2;2005
207;26/07/2005;31;7;3;2005;18;4;2;2005
208;27/07/2005;31;7;3;2005;18;4;2;2005
209;28/07/2005;31;7;3;2005;18;4;2;2005
210;29/07/2005;31;7;3;2005;18;4;2;2005
211;30/07/2005;31;7;3;2005;18;4;2;2005
212;31/07/2005;32;7;3;2005;18;4;2;2005
213;01/08/2005;32;8;3;2005;19;5;2;2005
214;02/08/2005;32;8;3;2005;19;5;2;2005
215;03/08/2005;32;8;3;2005;19;5;2;2005
216;04/08/2005;32;8;3;2005;19;5;2;2005
217;05/08/2005;32;8;3;2005;19;5;2;2005
218;06/08/2005;32;8;3;2005;19;5;2;2005
219;07/08/2005;33;8;3;2005;19;5;2;2005
220;08/08/2005;33;8;3;2005;20;5;2;2005
221;09/08/2005;33;8;3;2005;20;5;2;2005
222;10/08/2005;33;8;3;2005;20;5;2;2005
223;11/08/2005;33;8;3;2005;20;5;2;2005
224;12/08/2005;33;8;3;2005;20;5;2;2005
225;13/08/2005;33;8;3;2005;20;5;2;2005
226;14/08/2005;34;8;3;2005;20;5;2;2005
227;15/08/2005;34;8;3;2005;21;5;2;2005
228;16/08/2005;34;8;3;2005;21;5;2;2005
229;17/08/2005;34;8;3;2005;21;5;2;2005
230;18/08/2005;34;8;3;2005;21;5;2;2005
231;19/08/2005;34;8;3;2005;21;5;2;2005
232;20/08/2005;34;8;3;2005;21;5;2;2005
233;21/08/2005;35;8;3;2005;21;5;2;2005
234;22/08/2005;35;8;3;2005;22;5;2;2005
235;23/08/2005;35;8;3;2005;22;5;2;2005
236;24/08/2005;35;8;3;2005;22;5;2;2005
237;25/08/2005;35;8;3;2005;22;5;2;2005
238;26/08/2005;35;8;3;2005;22;5;2;2005
239;27/08/2005;35;8;3;2005;22;5;2;2005
240;28/08/2005;36;8;3;2005;22;5;2;2005
241;29/08/2005;36;8;3;2005;23;5;2;2005
242;30/08/2005;36;8;3;2005;23;5;2;2005
243;31/08/2005;36;8;3;2005;23;5;2;2005
244;01/09/2005;36;9;3;2005;23;6;2;2005
245;02/09/2005;36;9;3;2005;23;6;2;2005
246;03/09/2005;36;9;3;2005;23;6;2;2005
247;04/09/2005;37;9;3;2005;23;6;2;2005
248;05/09/2005;37;9;3;2005;24;6;2;2005
249;06/09/2005;37;9;3;2005;24;6;2;2005
250;07/09/2005;37;9;3;2005;24;6;2;2005
251;08/09/2005;37;9;3;2005;24;6;2;2005
252;09/09/2005;37;9;3;2005;24;6;2;2005
253;10/09/2005;37;9;3;2005;24;6;2;2005
254;11/09/2005;38;9;3;2005;24;6;2;2005
255;12/09/2005;38;9;3;2005;25;6;2;2005
256;13/09/2005;38;9;3;2005;25;6;2;2005
257;14/09/2005;38;9;3;2005;25;6;2;2005
258;15/09/2005;38;9;3;2005;25;6;2;2005
259;16/09/2005;38;9;3;2005;25;6;2;2005
260;17/09/2005;38;9;3;2005;25;6;2;2005
261;18/09/2005;39;9;3;2005;25;6;2;2005
262;19/09/2005;39;9;3;2005;26;6;2;2005
263;20/09/2005;39;9;3;2005;26;6;2;2005
264;21/09/2005;39;9;3;2005;26;6;2;2005
265;22/09/2005;39;9;3;2005;26;6;2;2005
266;23/09/2005;39;9;3;2005;26;6;2;2005
267;24/09/2005;39;9;3;2005;26;6;2;2005
268;25/09/2005;40;9;3;2005;26;6;2;2005
269;26/09/2005;40;9;3;2005;27;6;2;2005
270;27/09/2005;40;9;3;2005;27;6;2;2005
271;28/09/2005;40;9;3;2005;27;6;2;2005
272;29/09/2005;40;9;3;2005;27;6;2;2005
273;30/09/2005;40;9;3;2005;27;6;2;2005
274;01/10/2005;40;10;4;2005;27;7;3;2005
275;02/10/2005;41;10;4;2005;27;7;3;2005
276;03/10/2005;41;10;4;2005;28;7;3;2005
277;04/10/2005;41;10;4;2005;28;7;3;2005
278;05/10/2005;41;10;4;2005;28;7;3;2005
279;06/10/2005;41;10;4;2005;28;7;3;2005
280;07/10/2005;41;10;4;2005;28;7;3;2005
281;08/10/2005;41;10;4;2005;28;7;3;2005
282;09/10/2005;42;10;4;2005;28;7;3;2005
283;10/10/2005;42;10;4;2005;29;7;3;2005
284;11/10/2005;42;10;4;2005;29;7;3;2005
285;12/10/2005;42;10;4;2005;29;7;3;2005
286;13/10/2005;42;10;4;2005;29;7;3;2005
287;14/10/2005;42;10;4;2005;29;7;3;2005
288;15/10/2005;42;10;4;2005;29;7;3;2005
289;16/10/2005;43;10;4;2005;29;7;3;2005
290;17/10/2005;43;10;4;2005;30;7;3;2005
291;18/10/2005;43;10;4;2005;30;7;3;2005
292;19/10/2005;43;10;4;2005;30;7;3;2005
293;20/10/2005;43;10;4;2005;30;7;3;2005
294;21/10/2005;43;10;4;2005;30;7;3;2005
295;22/10/2005;43;10;4;2005;30;7;3;2005
296;23/10/2005;44;10;4;2005;30;7;3;2005
297;24/10/2005;44;10;4;2005;31;7;3;2005
298;25/10/2005;44;10;4;2005;31;7;3;2005
299;26/10/2005;44;10;4;2005;31;7;3;2005
300;27/10/2005;44;10;4;2005;31;7;3;2005
301;28/10/2005;44;10;4;2005;31;7;3;2005
302;29/10/2005;44;10;4;2005;31;7;3;2005
303;30/10/2005;45;10;4;2005;31;7;3;2005
304;31/10/2005;45;10;4;2005;32;7;3;2005
305;01/11/2005;45;11;4;2005;32;8;3;2005
306;02/11/2005;45;11;4;2005;32;8;3;2005
307;03/11/2005;45;11;4;2005;32;8;3;2005
308;04/11/2005;45;11;4;2005;32;8;3;2005
309;05/11/2005;45;11;4;2005;32;8;3;2005
310;06/11/2005;46;11;4;2005;32;8;3;2005
311;07/11/2005;46;11;4;2005;33;8;3;2005
312;08/11/2005;46;11;4;2005;33;8;3;2005
313;09/11/2005;46;11;4;2005;33;8;3;2005
314;10/11/2005;46;11;4;2005;33;8;3;2005
315;11/11/2005;46;11;4;2005;33;8;3;2005
316;12/11/2005;46;11;4;2005;33;8;3;2005
317;13/11/2005;47;11;4;2005;33;8;3;2005
318;14/11/2005;47;11;4;2005;34;8;3;2005
319;15/11/2005;47;11;4;2005;34;8;3;2005
320;16/11/2005;47;11;4;2005;34;8;3;2005
321;17/11/2005;47;11;4;2005;34;8;3;2005
322;18/11/2005;47;11;4;2005;34;8;3;2005
323;19/11/2005;47;11;4;2005;34;8;3;2005
324;20/11/2005;48;11;4;2005;34;8;3;2005
325;21/11/2005;48;11;4;2005;35;8;3;2005
326;22/11/2005;48;11;4;2005;35;8;3;2005
327;23/11/2005;48;11;4;2005;35;8;3;2005
328;24/11/2005;48;11;4;2005;35;8;3;2005
329;25/11/2005;48;11;4;2005;35;8;3;2005
330;26/11/2005;48;11;4;2005;35;8;3;2005
331;27/11/2005;49;11;4;2005;35;8;3;2005
332;28/11/2005;49;11;4;2005;36;8;3;2005
333;29/11/2005;49;11;4;2005;36;8;3;2005
334;30/11/2005;49;11;4;2005;36;8;3;2005
335;01/12/2005;49;12;4;2005;36;8;3;2005
336;02/12/2005;49;12;4;2005;36;9;3;2005
337;03/12/2005;49;12;4;2005;36;9;3;2005
338;04/12/2005;50;12;4;2005;36;9;3;2005
339;05/12/2005;50;12;4;2005;37;9;3;2005
340;06/12/2005;50;12;4;2005;37;9;3;2005
341;07/12/2005;50;12;4;2005;37;9;3;2005
342;08/12/2005;50;12;4;2005;37;9;3;2005
343;09/12/2005;50;12;4;2005;37;9;3;2005
344;10/12/2005;50;12;4;2005;37;9;3;2005
345;11/12/2005;51;12;4;2005;37;9;3;2005
346;12/12/2005;51;12;4;2005;38;9;3;2005
347;13/12/2005;51;12;4;2005;38;9;3;2005
348;14/12/2005;51;12;4;2005;38;9;3;2005
349;15/12/2005;51;12;4;2005;38;9;3;2005
350;16/12/2005;51;12;4;2005;38;9;3;2005
351;17/12/2005;51;12;4;2005;38;9;3;2005
352;18/12/2005;52;12;4;2005;38;9;3;2005
353;19/12/2005;52;12;4;2005;39;9;3;2005
354;20/12/2005;52;12;4;2005;39;9;3;2005
355;21/12/2005;52;12;4;2005;39;9;3;2005
356;22/12/2005;52;12;4;2005;39;9;3;2005
357;23/12/2005;52;12;4;2005;39;9;3;2005
358;24/12/2005;52;12;4;2005;39;9;3;2005
359;25/12/2005;53;12;4;2005;39;9;3;2005
360;26/12/2005;53;12;4;2005;40;9;3;2005
361;27/12/2005;53;12;4;2005;40;9;3;2005
362;28/12/2005;53;12;4;2005;40;9;3;2005
363;29/12/2005;53;12;4;2005;40;9;3;2005
364;30/12/2005;53;12;4;2005;40;9;3;2005
365;31/12/2005;53;12;4;2005;40;9;3;2005
366;01/01/2006;1;1;1;2006;40;10;4;2005
367;02/01/2006;1;1;1;2006;41;10;4;2005
368;03/01/2006;1;1;1;2006;41;10;4;2005
369;04/01/2006;1;1;1;2006;41;10;4;2005
370;05/01/2006;1;1;1;2006;41;10;4;2005
371;06/01/2006;1;1;1;2006;41;10;4;2005
372;07/01/2006;1;1;1;2006;41;10;4;2005
373;08/01/2006;2;1;1;2006;41;10;4;2005
374;09/01/2006;2;1;1;2006;42;10;4;2005
375;10/01/2006;2;1;1;2006;42;10;4;2005
376;11/01/2006;2;1;1;2006;42;10;4;2005
377;12/01/2006;2;1;1;2006;42;10;4;2005
378;13/01/2006;2;1;1;2006;42;10;4;2005
379;14/01/2006;2;1;1;2006;42;10;4;2005
380;15/01/2006;3;1;1;2006;42;10;4;2005
381;16/01/2006;3;1;1;2006;43;10;4;2005
382;17/01/2006;3;1;1;2006;43;10;4;2005
383;18/01/2006;3;1;1;2006;43;10;4;2005
384;19/01/2006;3;1;1;2006;43;10;4;2005
385;20/01/2006;3;1;1;2006;43;10;4;2005
386;21/01/2006;3;1;1;2006;43;10;4;2005
387;22/01/2006;4;1;1;2006;43;10;4;2005
388;23/01/2006;4;1;1;2006;44;10;4;2005
389;24/01/2006;4;1;1;2006;44;10;4;2005
390;25/01/2006;4;1;1;2006;44;10;4;2005
391;26/01/2006;4;1;1;2006;44;10;4;2005
392;27/01/2006;4;1;1;2006;44;10;4;2005
393;28/01/2006;4;1;1;2006;44;10;4;2005
394;29/01/2006;5;1;1;2006;44;10;4;2005
395;30/01/2006;5;1;1;2006;45;10;4;2005
396;31/01/2006;5;1;1;2006;45;10;4;2005
397;01/02/2006;5;2;1;2006;45;11;4;2005
398;02/02/2006;5;2;1;2006;45;11;4;2005
399;03/02/2006;5;2;1;2006;45;11;4;2005
400;04/02/2006;5;2;1;2006;45;11;4;2005
401;05/02/2006;6;2;1;2006;45;11;4;2005
402;06/02/2006;6;2;1;2006;46;11;4;2005
403;07/02/2006;6;2;1;2006;46;11;4;2005
404;08/02/2006;6;2;1;2006;46;11;4;2005
405;09/02/2006;6;2;1;2006;46;11;4;2005
406;10/02/2006;6;2;1;2006;46;11;4;2005
407;11/02/2006;6;2;1;2006;46;11;4;2005
408;12/02/2006;7;2;1;2006;46;11;4;2005
409;13/02/2006;7;2;1;2006;47;11;4;2005
410;14/02/2006;7;2;1;2006;47;11;4;2005
411;15/02/2006;7;2;1;2006;47;11;4;2005
412;16/02/2006;7;2;1;2006;47;11;4;2005
413;17/02/2006;7;2;1;2006;47;11;4;2005
414;18/02/2006;7;2;1;2006;47;11;4;2005
415;19/02/2006;8;2;1;2006;47;11;4;2005
416;20/02/2006;8;2;1;2006;48;11;4;2005
417;21/02/2006;8;2;1;2006;48;11;4;2005
418;22/02/2006;8;2;1;2006;48;11;4;2005
419;23/02/2006;8;2;1;2006;48;11;4;2005
420;24/02/2006;8;2;1;2006;48;11;4;2005
421;25/02/2006;8;2;1;2006;48;11;4;2005
422;26/02/2006;9;2;1;2006;48;11;4;2005
423;27/02/2006;9;2;1;2006;49;11;4;2005
424;28/02/2006;9;2;1;2006;49;11;4;2005
425;01/03/2006;9;3;1;2006;49;11;4;2005
426;02/03/2006;9;3;1;2006;49;11;4;2005
427;03/03/2006;9;3;1;2006;49;12;4;2005
428;04/03/2006;9;3;1;2006;49;12;4;2005
429;05/03/2006;10;3;1;2006;49;12;4;2005
430;06/03/2006;10;3;1;2006;50;12;4;2005
431;07/03/2006;10;3;1;2006;50;12;4;2005
432;08/03/2006;10;3;1;2006;50;12;4;2005
433;09/03/2006;10;3;1;2006;50;12;4;2005
434;10/03/2006;10;3;1;2006;50;12;4;2005
435;11/03/2006;10;3;1;2006;50;12;4;2005
436;12/03/2006;11;3;1;2006;50;12;4;2005
437;13/03/2006;11;3;1;2006;51;12;4;2005
438;14/03/2006;11;3;1;2006;51;12;4;2005
439;15/03/2006;11;3;1;2006;51;12;4;2005
440;16/03/2006;11;3;1;2006;51;12;4;2005
441;17/03/2006;11;3;1;2006;51;12;4;2005
442;18/03/2006;11;3;1;2006;51;12;4;2005
443;19/03/2006;12;3;1;2006;51;12;4;2005
444;20/03/2006;12;3;1;2006;52;12;4;2005
445;21/03/2006;12;3;1;2006;52;12;4;2005
446;22/03/2006;12;3;1;2006;52;12;4;2005
447;23/03/2006;12;3;1;2006;52;12;4;2005
448;24/03/2006;12;3;1;2006;52;12;4;2005
449;25/03/2006;12;3;1;2006;52;12;4;2005
450;26/03/2006;13;3;1;2006;52;12;4;2005
451;27/03/2006;13;3;1;2006;53;12;4;2005
452;28/03/2006;13;3;1;2006;53;12;4;2005
453;29/03/2006;13;3;1;2006;53;12;4;2005
454;30/03/2006;13;3;1;2006;53;12;4;2005
455;31/03/2006;13;3;1;2006;53;12;4;2005
456;01/04/2006;13;4;2;2006;53;12;4;2005
457;02/04/2006;14;4;2;2006;53;12;4;2005
458;03/04/2006;14;4;2;2006;1;1;1;2006
459;04/04/2006;14;4;2;2006;1;1;1;2006
460;05/04/2006;14;4;2;2006;1;1;1;2006
461;06/04/2006;14;4;2;2006;1;1;1;2006
462;07/04/2006;14;4;2;2006;1;1;1;2006
463;08/04/2006;14;4;2;2006;1;1;1;2006
464;09/04/2006;15;4;2;2006;1;1;1;2006
465;10/04/2006;15;4;2;2006;2;1;1;2006
466;11/04/2006;15;4;2;2006;2;1;1;2006
467;12/04/2006;15;4;2;2006;2;1;1;2006
468;13/04/2006;15;4;2;2006;2;1;1;2006
469;14/04/2006;15;4;2;2006;2;1;1;2006
470;15/04/2006;15;4;2;2006;2;1;1;2006
471;16/04/2006;16;4;2;2006;2;1;1;2006
472;17/04/2006;16;4;2;2006;3;1;1;2006
473;18/04/2006;16;4;2;2006;3;1;1;2006
474;19/04/2006;16;4;2;2006;3;1;1;2006
475;20/04/2006;16;4;2;2006;3;1;1;2006
476;21/04/2006;16;4;2;2006;3;1;1;2006
477;22/04/2006;16;4;2;2006;3;1;1;2006
478;23/04/2006;17;4;2;2006;3;1;1;2006
479;24/04/2006;17;4;2;2006;4;1;1;2006
480;25/04/2006;17;4;2;2006;4;1;1;2006
481;26/04/2006;17;4;2;2006;4;1;1;2006
482;27/04/2006;17;4;2;2006;4;1;1;2006
483;28/04/2006;17;4;2;2006;4;1;1;2006
484;29/04/2006;17;4;2;2006;4;1;1;2006
485;30/04/2006;18;4;2;2006;4;1;1;2006
486;01/05/2006;18;5;2;2006;5;1;1;2006
487;02/05/2006;18;5;2;2006;5;1;1;2006
488;03/05/2006;18;5;2;2006;5;1;1;2006
489;04/05/2006;18;5;2;2006;5;2;1;2006
490;05/05/2006;18;5;2;2006;5;2;1;2006
491;06/05/2006;18;5;2;2006;5;2;1;2006
492;07/05/2006;19;5;2;2006;5;2;1;2006
493;08/05/2006;19;5;2;2006;6;2;1;2006
494;09/05/2006;19;5;2;2006;6;2;1;2006
495;10/05/2006;19;5;2;2006;6;2;1;2006
496;11/05/2006;19;5;2;2006;6;2;1;2006
497;12/05/2006;19;5;2;2006;6;2;1;2006
498;13/05/2006;19;5;2;2006;6;2;1;2006
499;14/05/2006;20;5;2;2006;6;2;1;2006
500;15/05/2006;20;5;2;2006;7;2;1;2006
501;16/05/2006;20;5;2;2006;7;2;1;2006
502;17/05/2006;20;5;2;2006;7;2;1;2006
503;18/05/2006;20;5;2;2006;7;2;1;2006
504;19/05/2006;20;5;2;2006;7;2;1;2006
505;20/05/2006;20;5;2;2006;7;2;1;2006
506;21/05/2006;21;5;2;2006;7;2;1;2006
507;22/05/2006;21;5;2;2006;8;2;1;2006
508;23/05/2006;21;5;2;2006;8;2;1;2006
509;24/05/2006;21;5;2;2006;8;2;1;2006
510;25/05/2006;21;5;2;2006;8;2;1;2006
511;26/05/2006;21;5;2;2006;8;2;1;2006
512;27/05/2006;21;5;2;2006;8;2;1;2006
513;28/05/2006;22;5;2;2006;8;2;1;2006
